sport,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,label,byte_ratio,packet_ratio,load_ratio,jit_ratio,pkt_rate,ewma_score
9616,48556,114,5,0.072245,2646,23604,31,29,7,15,0,286026.7188,2554419.0,42,44,255,255,1488126177,1530127361,63,536,0,0,94.832072,102.055554,1.746829,1.602488,0.003496,0.003332,0.000164,0,0,0.0,0.0,1,7,4,2,4,1,1,2,0,0.11209489514933277,0.9333333333333333,0.11197325373274558,0.9202034079599436,80.20555003753806,835667.8030240417
61045,47344,120,2,0.001032,146,178,31,29,0,0,2,565891.5,689922.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,4,3,1,2,2,1,4,0,0.8156424581005587,0.6666666666666666,0.8202235465236363,0.0,3.995876255704114,13244953.654197425
24053,47344,120,2,0.00109,146,178,31,29,0,0,2,535779.8125,653211.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0.0,1,4,2,2,2,1,1,1,0,0.8156424581005587,0.6666666666666666,0.8202234687972665,0.0,3.995644747225524,1256529.9811276475
9766,47344,120,2,0.001056,130,162,31,29,0,0,2,492424.25,613636.375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,1,3,5,2,1,1,1,1,0,0.7975460122699386,0.6666666666666666,0.8024678255622875,0.0,3.9957804558386347,1490240.3377885697
41204,47344,120,6,3e-06,114,0,254,0,0,0,2,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,33,33,18,20,18,18,33,1,114.0,2.0,152000000.0,0.0,1.999994000018,93241212.27523012
41204,47344,120,6,9e-06,264,0,60,0,0,0,2,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,44,44,28,28,28,14,44,0,264.0,2.0,117333328.0,0.0,1.9999820001619988,341900540.33327603
44518,49788,114,5,0.038181,3182,39582,31,29,7,20,0,653937.8125,8139965.0,52,54,255,255,286618213,2466282638,61,733,0,0,48.411392,45.132719,0.7574,0.71117,0.000596,0.000486,0.00011,0,0,0.0,0.0,0,2,3,3,2,1,1,1,0,0.08038804537301367,0.9454545454545454,0.08033667616056382,1.0493938586190854,102.10165664754027,34613325.627905935
453,47344,120,6,7e-06,264,0,60,0,0,0,2,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,18,18,16,16,16,8,18,0,264.0,2.0,150857136.0,0.0,1.9999860000979992,65964617.71958148
36796,30358,114,5,0.020905,2646,21294,31,29,7,14,0,988471.6875,7954843.5,42,42,255,255,3651440560,1511753687,63,507,0,0,30.39792,0.849314,0.502146,0.510675,0.000603,0.000475,0.000128,0,0,0.0,0.0,0,6,2,1,4,1,1,1,0,0.12425451984033811,0.9767441860465116,0.12426034066410727,16.437403274944113,82.27993789823735,289422614.47271174
54657,33157,114,5,0.011881,2334,16446,31,29,7,12,0,1528490.875,10782930.0,36,38,255,255,2408400898,2408694208,65,433,0,0,20.870376,19.315316,0.330257,0.306595,0.000653,0.000527,0.000126,0,0,0.0,0.0,1,3,4,1,3,1,1,1,0,0.14191037879248494,0.9230769230769231,0.1417509650205496,1.0273222429816007,73.13112905568936,688374.7146422575
19733,19300,114,5,0.011895,2438,19414,31,29,7,13,0,1596637.25,12730727.0,38,40,255,255,782852096,2928533042,64,485,0,0,19.065057,18.825996,0.321972,0.298026,0.000686,0.000562,0.000124,0,0,0.0,0.0,0,3,5,1,1,1,1,1,0,0.12557301055884626,0.926829268292683,0.12541602098481722,0.9616191287438977,77.08309656634334,57073029.218846016
44381,16512,114,5,0.26982,37410,3380,31,29,18,8,9,1087866.0,97843.00781,52,42,255,255,1801056801,1802059384,719,80,0,0,532.780192,18.641871,5.283353,6.569073,0.000615,0.000482,0.000133,0,0,0.0,0.0,1,1,1,3,4,1,1,2,0,11.06477373558119,1.2093023255813953,11.118371215051724,27.124716988519072,74.02623993951899,599111.77744662
39401,47344,120,2,0.001232,146,178,31,29,0,0,2,474026.0,577922.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0.0,1,1,3,2,6,1,1,1,0,0.8156424581005587,0.6666666666666666,0.820223277966252,0.0,3.9950780638253676,647044.1381454967
2539,46132,114,5,0.007006,1958,2412,31,29,6,6,0,2134170.75,2649158.0,22,26,255,255,2993627934,2993952362,89,93,0,0,17.527411,17.341784,0.316667,0.25584,0.000762,0.000599,0.000163,0,0,0.0,0.0,1,7,7,4,6,1,1,3,0,0.8114380439287194,0.8148148148148148,0.8056031178196552,0.9556001204681072,47.66605164219478,2171385.3819368943
11927,1202,120,6,1.8e-05,168,0,254,0,0,0,0,37333332.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,1,1,1,1,1,1,1,1,168.0,2.0,37333332.0,0.0,1.9999640006479882,4769467.819514887
38785,16512,114,5,0.210826,37110,3380,31,29,18,8,9,1381120.0,125221.75,52,42,255,255,2684196471,2680993760,714,80,0,0,454.332412,15.33383,4.12698,5.127708,0.000768,0.000587,0.000181,0,0,0.0,0.0,1,3,1,5,2,1,1,1,0,10.976042590949422,1.2093023255813953,11.029305777105199,27.815424306485376,77.632954693738,803087.9550230586
453,47344,120,6,5e-06,264,0,60,0,0,0,2,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,44,44,21,21,21,12,44,0,264.0,2.0,211200000.0,0.0,1.9999900000499997,132891900.69460958
5633,47344,120,2,0.001208,146,178,31,29,0,0,2,483443.7188,589404.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,1,4,4,4,5,2,1,1,0,0.8156424581005587,0.6666666666666666,0.8202233079122165,0.0,3.9951738300133437,771033.0616814479
51940,46132,114,5,0.131963,1470,1728,31,29,5,4,0,85114.76563,97300.0,22,14,255,255,1425598305,3575783562,67,123,0,0,449.001606,15.440284,6.283952,10.037385,0.001243,0.001125,0.000118,0,0,0.0,0.0,0,3,4,3,1,1,1,1,0,0.8502024291497976,1.4666666666666666,0.8747573573755665,27.31106141475415,31.80315964391062,21544694.796540685
41204,47344,120,6,2e-06,264,0,60,0,0,0,2,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,22,22,22,22,22,22,22,0,264.0,2.0,528000000.0,0.0,1.999996000008,243576729.23088673
28529,22812,114,5,0.047323,320,1940,31,29,1,2,4,45136.61328,287048.5938,6,8,255,255,2638625536,2816210712,53,243,0,0,655.973976,16.062485,9.4026,6.688286,0.000615,0.000502,0.000113,0,0,0.0,0.0,0,6,3,6,4,1,1,5,0,0.1648634724368882,0.6666666666666666,0.1572432578025129,38.44539502891871,13.367413873275007,68326552.19376844
8764,1202,120,2,0.220303,568,312,31,29,0,0,0,15469.60352,8497.387695,4,4,0,0,0,0,142,78,0,0,89.556484,96.620719,63.337,68.324664,0.0,0.0,0.0,0,0,0.0,0.0,1,7,6,2,2,1,1,2,0,1.8146964856230032,0.8,1.820298634893004,0.9173921777814401,6.555748859094832,739336.9044700693
2598,47344,120,2,0.001049,146,178,31,29,0,0,2,556720.6875,678741.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.008,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,1,4,3,5,1,1,2,0,0.8156424581005587,0.6666666666666666,0.8202234775457525,0.0,3.9958083969915554,35615739.51853529
37256,62606,114,5,1.006694,1684,10168,31,29,3,5,5,12428.80176,76321.10938,14,18,255,255,2477756540,329230878,120,565,1,3924,8765.43044,7674.598843,77.410151,59.183706,0.000724,0.000567,0.000157,0,0,1.0,0.0,0,1,2,6,1,1,1,1,0,0.16560133739797422,0.7368421052631579,0.16284667524214072,1.1419865236956601,15.946626640633799,1655177.9597054028
51810,62606,114,5,0.003871,1048,824,31,29,2,2,5,1895117.625,1533453.875,8,10,255,255,1572933632,1573968447,131,82,1,83,32.243335,0.674189,0.503429,0.374111,0.000637,0.000501,0.000136,0,0,1.0,0.0,0,1,1,2,2,1,1,1,0,1.2703030303030303,0.7272727272727273,1.2358483160451657,19.259077081500354,17.93059068346431,6450228.805910117
653,47898,120,2,0.001738,536,304,31,29,0,0,0,1850402.75,1049482.125,4,4,0,0,0,0,134,76,0,0,0.616362,0.300999,0.440333,0.217333,0.0,0.0,0.0,0,0,0.0,0.0,0,8,10,6,4,1,1,3,0,1.7573770491803278,0.8,1.76315626799621,0.47376054862455697,7.986120123225834,1183846.8402581713
41204,47344,120,6,5e-06,114,0,254,0,0,0,2,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,30,30,18,18,18,18,30,1,114.0,2.0,91200000.0,0.0,1.9999900000499997,68495976.57116136
21871,61478,114,5,0.313959,1540,1644,31,29,4,4,0,36794.61328,39572.04688,16,18,255,255,57929539,2268350669,96,91,0,0,1379.609124,33.18098,20.909134,18.439941,0.000622,0.000476,0.000146,0,0,0.0,0.0,1,18,7,8,7,6,1,6,0,0.9361702127659575,0.8421052631578947,0.9297897478446572,40.36189494859422,25.8759976528948,1055841.442348612
45520,1202,120,2,0.458325,568,304,31,29,0,0,0,7435.771484,3979.70874,4,4,0,0,0,0,142,76,0,0,197.05675,145.630531,139.348672,102.980336,0.0,0.0,0.0,0,0,0.0,0.0,1,7,11,7,4,1,1,2,0,1.862295081967213,0.8,1.86795165626712,1.3438998594365044,5.485745632832188,285914.3427774747
62245,61814,114,5,0.015901,2974,30506,31,29,7,18,0,1465568.25,15041067.0,48,50,255,255,1432163048,1432452480,62,610,0,0,19.170704,18.599029,0.33166,0.312286,0.000736,0.00059,0.000146,0,0,0.0,0.0,0,6,10,2,2,1,1,2,0,0.09748582292588587,0.9411764705882353,0.09743777835456897,0.978145600988702,96.46609266060375,7122562.053367058
43961,61478,114,5,0.143281,1540,1644,31,29,4,4,0,80624.78906,86710.73438,16,18,255,255,572459501,614802121,96,91,0,0,645.41341,15.758891,9.527667,8.392706,0.000733,0.000602,0.000131,0,0,0.0,0.0,0,11,6,6,13,6,1,6,0,0.9361702127659575,0.8421052631578947,0.9298025190763114,38.511701639446194,29.738970559293822,295333187.1858815
58495,47344,120,2,0.001038,146,178,31,29,0,0,0,562620.4375,685934.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.01,0.003,0.0,0.0,0.0,0,0,0.0,0.0,1,12,12,5,4,1,1,2,0,0.8156424581005587,0.6666666666666666,0.8202235304922985,0.0,3.995852305307091,2093516.9615630647
32276,61478,114,5,0.018106,1540,1644,31,29,4,4,0,638020.5,686181.375,16,18,255,255,3237683318,1092689280,96,91,0,0,71.946877,2.114688,1.185867,1.038706,0.000575,0.000445,0.00013,0,0,0.0,0.0,0,16,14,16,16,12,1,6,0,0.9361702127659575,0.8421052631578947,0.9298118448466416,23.099224384593256,33.395343903287085,37145171.179430805
58984,46881,114,5,0.386702,528,8824,31,29,1,4,0,9847.375977,167343.3281,10,12,255,255,901594880,3670404020,53,735,0,0,4055.643017,3663.118115,42.926778,35.113363,0.000595,0.000452,0.000143,0,0,0.0,0.0,1,14,6,8,18,4,4,8,0,0.059830028328611895,0.7692307692307693,0.05884499396427407,1.1068537884729188,15.864980363481122,532686.6378893035
59824,13209,114,5,5.462808,36120,77164,31,29,77,177,11,52768.46484,112781.5547,414,508,255,255,1779675211,3929540745,87,152,0,0,1294.942154,1163.761802,13.487667,10.901561,0.001213,0.001097,0.000116,0,0,0.0,0.0,0,1,1,1,3,1,1,1,0,0.46808786366876176,0.8133595284872298,0.46787789991424983,1.111765643221188,142.66244641648026,74752474.61717573
4675,61460,114,5,0.008859,8928,320,31,29,4,1,4,7487075.0,241110.7344,14,6,255,255,1176580770,3336003402,638,53,0,0,40.953661,2.980388,0.681462,1.6492,0.000641,0.000482,0.000159,0,0,0.0,0.0,1,3,3,9,5,1,1,5,0,27.813084112149532,2.0,31.052304520273072,10.288861538121408,19.824375854306698,16474159.491667476
41204,47344,120,6,6e-06,114,0,254,0,0,0,2,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,26,26,9,10,9,9,26,1,114.0,2.0,76000000.0,0.0,1.9999880000719996,106411433.84777646
41204,47344,120,6,4e-06,264,0,60,0,0,0,2,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,27,27,25,25,25,25,27,0,264.0,2.0,264000000.0,0.0,1.9999920000320002,122389108.38623437
25255,1202,120,2,0.006185,568,320,31,29,0,0,0,551010.5,310428.4688,4,4,0,0,0,0,142,80,0,0,2.448005,1.794167,1.737,1.274667,0.0,0.0,0.0,0,0,0.0,0.0,0,8,5,2,4,1,1,7,0,1.7694704049844237,0.8,1.7749941786454522,0.8761126303474346,7.950824152616069,879280.5362013467
61125,42668,114,5,0.012941,2542,21294,31,29,7,14,0,1532493.625,12850321.0,40,42,255,255,3485569981,1345918700,64,507,0,0,18.285779,18.760579,0.322615,0.303024,0.00066,0.000512,0.000148,0,0,0.0,0.0,1,13,10,2,2,1,1,1,0,0.11937074430617516,0.9302325581395349,0.11925721588922052,0.9253665593503106,80.95239505558565,2140407.6467408016
41204,47344,120,6,8e-06,264,0,60,0,0,0,2,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,16,16,16,16,16,16,16,0,264.0,2.0,132000000.0,0.0,1.999984000127999,58314784.69263591
43994,40345,114,5,0.005715,4032,2456,31,29,7,7,0,5330533.5,3247594.0,18,18,255,255,2323778030,182320860,224,136,0,0,16.800811,0.360428,0.319,0.276176,0.001135,0.001019,0.000116,0,0,0.0,0.0,0,7,12,5,5,1,1,3,0,1.641025641025641,0.9473684210526315,1.6413787741390167,12.349650992187753,35.79542912256455,1663077.1820008133
1067,47344,120,2,0.00102,146,178,31,29,0,0,2,572549.0625,698039.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.006,0.002,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,2,4,2,1,1,0,0.8156424581005587,0.6666666666666666,0.8202235651883971,0.0,3.995924157359493,136959445.86144382
28945,34087,120,2,0.001664,520,304,31,29,0,0,0,1875000.0,1096153.875,4,4,0,0,0,0,130,76,0,0,0.602926,0.266354,0.430333,0.193333,0.0,0.0,0.0,0,0,0.0,0.0,0,10,13,6,6,1,1,7,0,1.7049180327868851,0.8,1.7105247102969825,0.47611173494931114,7.986710114369688,7566924.150345788
13941,33368,120,2,0.001739,544,304,31,29,0,0,0,1876940.75,1048878.625,4,4,0,0,0,0,136,76,0,0,0.629796,0.301937,0.449333,0.219,0.0,0.0,0.0,0,0,0.0,0.0,0,9,7,6,9,1,1,4,0,1.7836065573770492,0.8,1.7894720283083008,0.48373769237682007,7.986112150969465,108293873.61813642
46816,46132,114,5,0.005753,1920,4312,31,29,6,6,0,2548931.0,5747262.5,22,24,255,255,2735534946,590459484,87,180,0,0,15.915611,12.761076,0.257333,0.223696,0.000724,0.000599,0.000125,0,0,0.0,0.0,0,1,3,1,3,1,1,1,0,0.4451657778808254,0.88,0.44350341688701067,1.1565673352868628,45.73687575378846,57109957.30926564
3644,47344,120,2,0.001066,146,178,31,29,0,0,2,547842.4375,667917.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0.0,1,3,3,1,2,1,1,1,0,0.8156424581005587,0.6666666666666666,0.8202235583592495,0.0,3.995740540583738,1071468.5920427584
47932,44919,114,5,0.03486,3390,44558,31,29,7,22,0,764199.625,10049340.0,56,58,255,255,2726653852,2726973062,61,768,0,0,38.67023,36.786263,0.628127,0.600754,0.00075,0.000608,0.000142,0,0,0.0,0.0,0,6,4,2,1,1,1,1,0,0.07607890661819161,0.9491525423728814,0.0760447500985388,1.0233938720005205,110.15982838258314,27937714.798608664
38360,11992,114,5,2.421539,8928,320,31,29,4,1,4,27390.84375,882.083618,14,6,255,255,2353208794,3305878476,638,53,0,0,16909.60644,714.598062,186.272237,484.183406,0.00061,0.000492,0.000118,0,0,0.0,0.0,0,1,2,5,4,1,1,3,0,27.813084112149532,2.0,31.01727083561412,23.63003386669317,5.845322821104772,230392.5621830366
12894,62606,114,5,1.033486,1580,10168,31,29,3,5,5,11216.40723,74342.5625,12,18,255,255,756305630,774814599,132,565,1,0,9526.809155,7675.531967,93.921366,60.762174,0.000655,0.000526,0.000129,0,0,1.0,0.0,0,5,3,6,2,2,1,1,0,0.15537417641852688,0.631578947368421,0.15087260890948023,1.241030350157337,14.752990677093425,1303080.1366085294
35126,17489,120,2,0.001631,528,304,31,29,0,0,0,1942366.75,1118332.375,4,4,0,0,0,0,132,76,0,0,0.592083,0.29392,0.422667,0.210333,0.0,0.0,0.0,0,0,0.0,0.0,1,6,4,6,6,1,1,3,0,1.7311475409836066,0.8,1.7368405463174164,0.4575885680722147,7.986973246634739,851758.2470062388
453,47344,120,6,1e-05,114,0,254,0,0,0,2,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,14,14,8,8,8,8,14,1,114.0,2.0,45600000.0,0.0,1.9999800001999979,35033338.293855205
22849,49621,120,2,0.001811,520,304,31,29,0,0,0,1722805.0,1007178.313,4,4,0,0,0,0,130,76,0,0,0.664446,0.318207,0.475333,0.23,0.0,0.0,0.0,0,0,0.0,0.0,1,8,8,4,4,1,1,3,0,1.7049180327868851,0.8,1.710524608441794,0.5040528536110034,7.985538190337299,1459796.9259654412
30429,4571,114,5,0.037442,4862,79882,31,29,7,36,0,1026654.625,16869612.0,84,86,255,255,40646842,2196154210,58,929,0,0,23.110874,22.615801,0.447578,0.434165,0.000688,0.000534,0.000154,0,0,0.0,0.0,1,2,7,7,5,1,1,1,0,0.06086401361991913,0.9655172413793104,0.06085822033973157,0.9786191033706626,163.8645823091797,1212033.1882187484
58337,42034,114,5,0.987481,424,8824,31,29,1,4,4,3005.627441,65532.39844,8,12,255,255,1058325689,2290983565,53,735,0,0,9789.252544,7794.822693,141.023143,89.727639,0.000595,0.000474,0.000121,0,0,0.0,0.0,0,1,1,1,1,1,1,3,0,0.04804532577903683,0.6153846153846154,0.0458640557722921,1.2557048729173812,10.062989281406967,54311912.533787735
35234,34431,114,5,0.047319,3062,32546,31,29,7,18,0,507364.9063,5387772.5,50,48,255,255,456167862,538649745,61,678,0,0,67.704241,1.929318,0.958143,0.994872,0.000689,0.000552,0.000137,0,0,0.0,0.0,1,31,10,4,35,4,4,4,0,0.09407933142839586,1.0204081632653061,0.09416967998005113,23.11262928777278,93.57225448979729,1378134.0876012822
45987,41997,114,9,9e-06,90,0,254,0,1,0,0,40000000.0,0.0,2,0,255,0,0,0,45,0,0,0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0,6,6,3,3,1,1,6,0,90.0,2.0,40000000.0,0.0,1.9999820001619988,15986021.832011592
42563,47344,120,2,0.000962,146,178,31,29,0,0,2,607068.625,740124.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.002,0.005,0.0,0.0,0.0,0,0,0.0,0.0,0,2,1,3,4,2,1,1,0,0.8156424581005587,0.6666666666666666,0.8202236241611645,0.0,3.996155698218314,15739276.87375925
5206,4731,114,5,1.347585,7816,15876,31,29,30,32,0,46020.10547,93500.60156,122,126,255,255,465089294,466191762,64,126,0,0,702.064353,694.098433,11.134347,10.776648,0.000632,0.000498,0.000134,0,0,0.0,0.0,1,6,14,5,1,1,1,1,0,0.4922844366064118,0.9606299212598425,0.4921852107577953,1.010021487129435,105.6404773416085,608015.186146714
22798,62606,114,5,0.003904,1044,824,31,29,2,2,5,1872950.875,1520491.875,8,10,255,255,2838131095,689532204,131,82,1,83,32.721437,0.673365,0.509,0.375667,0.000646,0.00052,0.000126,0,0,1.0,0.0,0,3,1,6,15,2,1,1,0,1.2654545454545454,0.7272727272727273,1.231805098067296,19.55427357450407,17.930001275022313,10831301.2942912
21504,61478,114,5,11.25291,13766,548216,31,29,21,197,0,9746.101562,388852.3125,240,438,255,255,2577034656,2683500407,57,1252,0,0,18529.94742,13694.58238,47.082005,25.749264,0.000593,0.000479,0.000114,0,0,0.0,0.0,0,4,6,7,3,1,1,2,0,0.02511049456693244,0.5466970387243736,0.025063696897271514,1.352987182718111,55.33379417624058,107255035.2607061
38604,53291,120,2,0.001795,512,304,31,29,0,0,0,1711420.625,1016155.938,4,4,0,0,0,0,128,76,0,0,0.631682,0.329749,0.450667,0.238667,0.0,0.0,0.0,0,0,0.0,0.0,0,5,5,3,3,1,1,4,0,1.678688524590164,0.8,1.684208965170693,0.47503852230759336,7.985665730014624,21232700.568907116
3501,45579,120,6,4e-06,230,0,254,0,0,0,0,230000000.0,0.0,2,0,0,0,0,0,115,0,0,0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,4,4,1,1,1,1,4,1,230.0,2.0,230000000.0,0.0,1.9999920000320002,93619149.64492507
35697,23171,114,5,0.038892,2854,30856,31,29,7,17,0,574308.3125,6214954.0,46,48,255,255,1969328932,4125779647,62,643,0,0,0.0,54.668682,0.857067,0.817234,0.000605,0.000479,0.000126,0,0,0.0,0.0,0,2,3,4,3,1,1,1,0,0.09249116894059695,0.9387755102040817,0.09240747720619055,0.0,90.48101246327819,2151963.8472207296
7294,62606,114,5,1.327091,1684,10168,31,29,3,5,5,9428.140625,57895.05078,14,18,255,255,703085231,2889073722,120,565,1,3924,9280.443235,8126.33125,102.057228,78.031824,0.000686,0.000546,0.00014,0,0,1.0,0.0,0,2,4,4,1,1,1,1,0,0.16560133739797422,0.7368421052631579,0.16284600586706893,1.1418807662109256,13.751073765486609,126516641.8558227
23918,62606,114,5,1.074515,1684,10168,31,29,3,5,5,11644.32324,71503.89063,14,18,255,255,2458056068,313856364,120,565,1,3924,8783.606398,7691.22344,82.626923,63.174,0.00075,0.000554,0.000196,0,0,1.0,0.0,1,3,1,3,4,2,1,1,0,0.16560133739797422,0.7368421052631579,0.16284652892140225,1.1418813385379247,15.425292176725645,790209.056616618
16500,62606,114,5,1.249949,1684,10168,31,29,3,5,5,10010.00879,61468.10938,14,18,255,255,349658048,383719995,120,565,1,3924,9464.884446,8287.144864,96.119767,73.492882,0.000699,0.000566,0.000133,0,0,1.0,0.0,1,2,2,2,5,1,1,2,0,0.16560133739797422,0.7368421052631579,0.16284616600052648,1.1419786455605079,14.22254459989982,721213.232172977
41204,47344,120,6,7e-06,264,0,60,0,0,0,2,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,45,45,45,45,45,22,45,0,264.0,2.0,150857136.0,0.0,1.9999860000979992,90108542.37319148
18882,47344,120,2,0.000928,146,178,31,29,0,0,2,629310.3125,767241.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.001,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0,2,3,5,2,2,1,1,0,0.8156424581005587,0.6666666666666666,0.8202236125187949,0.0,3.996291441542249,39554023.321568586
18469,46132,114,5,0.005604,2048,2410,31,29,6,7,0,2802284.25,3309065.0,24,26,255,255,1426119586,3575979629,85,93,0,0,13.886299,0.0,0.228522,0.2018,0.000682,0.000548,0.000134,0,0,0.0,0.0,1,5,8,3,5,1,1,1,0,0.8494400663625051,0.8888888888888888,0.8468505161275115,13.886299,49.72136149020887,1204817.9640303308
40063,25573,114,5,0.122016,4550,74896,31,29,7,33,0,294518.75,4849200.0,78,80,255,255,250643206,2404132068,58,936,0,0,89.034087,87.504067,1.580403,1.537671,0.000684,0.000537,0.000147,0,0,0.0,0.0,1,5,5,2,1,1,1,1,0,0.06075009679960479,0.9629629629629629,0.06073552117142597,1.0059886513463838,140.81795625017827,511781.2431830329
20804,47268,114,5,0.025873,2542,21874,31,29,7,14,0,766513.375,6602713.5,40,42,255,255,2261091577,126870515,64,521,0,0,43.783895,43.478114,0.653513,0.616902,0.001875,0.000577,0.001298,0,0,0.0,0.0,0,6,5,1,2,1,1,2,0,0.11620571428571429,0.9302325581395349,0.11609064347701237,0.9843918966528122,79.93192139767788,4895606.245862283
64059,24338,120,2,0.036068,528,304,31,29,0,0,0,87834.09375,50571.14453,4,4,0,0,0,0,132,76,0,0,9.430684,10.814256,6.677,7.652333,0.0,0.0,0.0,0,0,0.0,0.0,1,11,8,6,4,1,1,3,0,1.7311475409836066,0.8,1.7368077736528609,0.7982461189261515,7.721500905345981,479510.7083080725
35147,31349,114,5,0.368192,4200,3080,31,29,7,7,0,87997.57031,64705.375,28,30,255,255,3513166439,1445195873,150,103,0,0,703.607902,17.38851,13.625148,13.128821,0.000733,0.000582,0.000151,0,0,0.0,0.0,0,12,11,4,5,1,1,7,0,1.3631937682570594,0.9032258064516129,1.3599520960647231,38.26345375454564,42.39171110487417,1575679.5375365207
15896,15717,114,5,0.10931,3494,42510,31,29,7,22,0,251321.9219,3057579.25,58,58,255,255,263836182,264111323,60,733,0,0,110.459082,2.92841,1.911368,1.908386,0.000651,0.000525,0.000126,0,0,0.0,0.0,1,2,5,2,2,1,1,1,0,0.08219049187269177,0.9830508474576272,0.08219634526354623,28.118012631064474,104.56950717112439,899988.4049784631
7112,8696,114,5,0.824702,774,642,254,252,4,3,0,6974.640137,5713.578613,14,12,255,255,4213886285,4198102047,55,54,0,0,3672.396813,115.429742,61.218846,75.501102,0.126119,0.069686,0.056433,0,1,0.0,0.0,0,3,3,1,9,1,1,3,0,1.2037325038880249,1.0769230769230769,1.220499464498311,31.54174139628343,14.248902012492998,77471459.02368118
453,47344,120,6,3e-06,114,0,254,0,0,0,2,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,34,34,34,34,34,16,34,1,114.0,2.0,152000000.0,0.0,1.999994000018,69893175.49234243
4323,62606,114,5,1.236987,1684,10168,31,29,3,5,5,10114.90039,62112.21484,14,18,255,255,632926310,633961607,120,565,1,3924,9866.430468,8637.11851,95.126385,72.734647,0.000625,0.000494,0.000131,0,0,1.0,0.0,1,1,1,4,1,1,1,1,0,0.16560133739797422,0.7368421052631579,0.1628461900749364,1.1421967013508825,14.30495572839717,587235.5920279239
453,47344,120,6,5e-06,264,0,60,0,0,0,2,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,38,38,23,23,23,23,38,0,264.0,2.0,211200000.0,0.0,1.9999900000499997,73466405.37860791
